event_date,drop,intensity,dst,normalization,adjacency_method,global_efficiency,estrada_index,entropy,fractal,hurst_rs,modularity,assortativity,avg_katz,avg_closeness,avg_betweenness,avg_laplacian
2005-08-24,7.16,G4/G5,-216.0,min_max,minkowski,0.36153439153439193,36.085895196180374,2.6881439418738253,1.2082612781466002,0.49555332908264244,0.5333735603943084,-0.39175257731958757,0.249132720655178,0.2572680112703135,0.21964285714285714,0.1485663280461405
2005-08-24,7.16,G4/G5,-216.0,z_score,minkowski,0.36358465608465623,36.28962237302124,2.6797795512087412,1.1990974867367112,0.38142340255798174,0.5602035151039021,-0.5348837209302312,0.24902970753983633,0.25814716069297783,0.21904761904761905,0.14846196959320618
2005-08-24,7.16,G4/G5,-216.0,robust,minkowski,0.407420634920635,39.02259913158909,2.6774094846226046,1.4154010816376115,0.5774485593659077,0.5424256387552878,-0.46278870829769014,0.2475104785272389,0.3121687299202057,0.16904761904761906,0.15391362636427697
2005-08-24,7.16,G4/G5,-216.0,decimal_scaling,minkowski,0.3554332010582011,35.64988766923376,2.702580581582519,1.2506150754105014,0.5067423250002063,0.5243346610404235,-0.18811881188118562,0.24937592766615968,0.2526843114459568,0.2255952380952381,0.1479618631455521
2005-08-24,7.16,G4/G5,-216.0,none,minkowski,0.3554332010582011,35.64988766923376,2.702580581582519,1.2506150754105014,0.5067423250002017,0.5243346610404235,-0.18811881188118562,0.24937592766615968,0.2526843114459568,0.2255952380952381,0.14796186314555193
2005-09-10,0.0,Unknown,0.0,min_max,manhattan,0.3799735449735452,33.79648422787308,2.5498382190669044,1.2859549671326695,0.5512360494981753,0.5514521338089644,-0.42028985507246575,0.25722236395940506,0.27469163555467857,0.21611721611721615,0.15401520911205838
2005-09-10,0.0,Unknown,0.0,z_score,manhattan,0.38572940287226043,34.24278554706183,2.535869764785223,1.2027698016845123,0.5648731532306924,0.5282020791450066,-0.5193798449612402,0.25697320576491706,0.27985252927580667,0.2102564102564103,0.15399521109497075
2005-09-10,0.0,Unknown,0.0,robust,manhattan,0.3876757369614517,33.837437467132986,2.598928679393634,1.377805447921361,0.6709352103917613,0.5230387521693122,-0.16666666666666524,0.25714301864205974,0.29419207507348166,0.19853479853479855,0.15733537838407172
2005-09-10,0.0,Unknown,0.0,decimal_scaling,manhattan,0.37679894179894186,33.7967119946142,2.626842737975759,1.2515723782945267,0.6003467624818165,0.5297706443447998,-0.4777777777777774,0.2572635805533643,0.2712585742294636,0.22051282051282053,0.15863613274235774
2005-09-10,0.0,Unknown,0.0,none,manhattan,0.37679894179894186,33.7967119946142,2.626842737975759,1.2515723782945267,0.6003467624818148,0.5297706443447997,-0.4777777777777774,0.2572635805533643,0.2712585742294636,0.22051282051282053,0.15863613274235774
2005-09-10,0.0,Unknown,0.0,min_max,minkowski,0.35265374836803437,33.14693639644828,2.5629184004640635,0.8799847422165521,0.6938295061857092,0.5523338953300206,-0.2173913043478257,0.25770856629583233,0.23132607887639386,0.2732600732600733,0.15187785714374855
